,GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC03_EST_VC01,HC04_EST_VC01
1022,1400000US08077001703,08077001703,"Census Tract 17.03, Mesa County, Colorado",3479,57.5,7.7
1023,1400000US08077001705,08077001705,"Census Tract 17.05, Mesa County, Colorado",3932,57.0,12.1
1024,1400000US08077001706,08077001706,"Census Tract 17.06, Mesa County, Colorado",4744,57.5,15.9
1025,1400000US08077001707,08077001707,"Census Tract 17.07, Mesa County, Colorado",4599,66.0,7.5
1026,1400000US08077001800,08077001800,"Census Tract 18, Mesa County, Colorado",2469,57.6,5.9
1027,1400000US08077001900,08077001900,"Census Tract 19, Mesa County, Colorado",4078,60.2,4.7
1028,1400000US08079973600,08079973600,"Census Tract 9736, Mineral County, Colorado",679,45.5,1.6
1029,1400000US08081000300,08081000300,"Census Tract 3, Moffat County, Colorado",2336,66.6,3.8
1030,1400000US08081000400,08081000400,"Census Tract 4, Moffat County, Colorado",3376,58.3,8.2
1031,1400000US08081000500,08081000500,"Census Tract 5, Moffat County, Colorado",3178,67.8,5.1
1032,1400000US08081000600,08081000600,"Census Tract 6, Moffat County, Colorado",1198,55.6,5.8
1033,1400000US08083941100,08083941100,"Census Tract 9411, Montezuma County, Colorado",831,44.4,9.3
1034,1400000US08083969000,08083969000,"Census Tract 9690, Montezuma County, Colorado",2811,55.8,7.8
1035,1400000US08083969100,08083969100,"Census Tract 9691, Montezuma County, Colorado",2860,57.1,3.4
1036,1400000US08083969200,08083969200,"Census Tract 9692, Montezuma County, Colorado",2310,52.5,10.1
1037,1400000US08083969300,08083969300,"Census Tract 9693, Montezuma County, Colorado",4501,52.7,13.0
1038,1400000US08083969400,08083969400,"Census Tract 9694, Montezuma County, Colorado",3054,61.3,10.4
1039,1400000US08083969600,08083969600,"Census Tract 9696, Montezuma County, Colorado",4077,50.2,10.1
1040,1400000US08085966100,08085966100,"Census Tract 9661, Montrose County, Colorado",1881,54.1,7.2
1041,1400000US08085966201,08085966201,"Census Tract 9662.01, Montrose County, Colorado",2206,45.1,7.0
1042,1400000US08085966202,08085966202,"Census Tract 9662.02, Montrose County, Colorado",3346,57.5,13.1
1043,1400000US08085966300,08085966300,"Census Tract 9663, Montrose County, Colorado",4899,53.9,12.7
1044,1400000US08085966400,08085966400,"Census Tract 9664, Montrose County, Colorado",4910,50.5,9.8
1045,1400000US08085966501,08085966501,"Census Tract 9665.01, Montrose County, Colorado",2572,43.2,14.7
1046,1400000US08085966502,08085966502,"Census Tract 9665.02, Montrose County, Colorado",3215,52.4,6.0
1047,1400000US08085966503,08085966503,"Census Tract 9665.03, Montrose County, Colorado",2502,50.5,10.1
1048,1400000US08085966601,08085966601,"Census Tract 9666.01, Montrose County, Colorado",3311,59.7,7.9
1049,1400000US08085966602,08085966602,"Census Tract 9666.02, Montrose County, Colorado",3756,46.3,10.2
1050,1400000US08087000100,08087000100,"Census Tract 1, Morgan County, Colorado",2227,68.2,2.5
1051,1400000US08087000200,08087000200,"Census Tract 2, Morgan County, Colorado",2210,59.7,4.6
1052,1400000US08087000300,08087000300,"Census Tract 3, Morgan County, Colorado",1661,61.2,5.0
1053,1400000US08087000400,08087000400,"Census Tract 4, Morgan County, Colorado",3288,59.2,6.7
1054,1400000US08087000500,08087000500,"Census Tract 5, Morgan County, Colorado",2018,59.1,9.9
1055,1400000US08087000600,08087000600,"Census Tract 6, Morgan County, Colorado",4367,70.7,3.9
1056,1400000US08087000700,08087000700,"Census Tract 7, Morgan County, Colorado",4288,52.1,10.6
1057,1400000US08087000800,08087000800,"Census Tract 8, Morgan County, Colorado",1440,66.0,5.3
1058,1400000US08089968000,08089968000,"Census Tract 9680, Otero County, Colorado",1206,49.1,13.5
1059,1400000US08089968100,08089968100,"Census Tract 9681, Otero County, Colorado",2179,47.1,9.2
1060,1400000US08089968200,08089968200,"Census Tract 9682, Otero County, Colorado",2313,52.6,11.7
1061,1400000US08089968300,08089968300,"Census Tract 9683, Otero County, Colorado",3132,48.5,9.4
1062,1400000US08089968400,08089968400,"Census Tract 9684, Otero County, Colorado",850,42.5,10.6
1063,1400000US08089968500,08089968500,"Census Tract 9685, Otero County, Colorado",1229,56.9,6.0
1064,1400000US08089968600,08089968600,"Census Tract 9686, Otero County, Colorado",3821,49.8,12.7
1065,1400000US08091967600,08091967600,"Census Tract 9676, Ouray County, Colorado",4010,56.4,6.7
1066,1400000US08093000100,08093000100,"Census Tract 1, Park County, Colorado",4874,61.5,8.9
1067,1400000US08093000200,08093000200,"Census Tract 2, Park County, Colorado",3193,71.4,2.1
1068,1400000US08093000300,08093000300,"Census Tract 3, Park County, Colorado",2330,77.4,5.6
1069,1400000US08093000400,08093000400,"Census Tract 4, Park County, Colorado",1230,55.3,6.3
1070,1400000US08093000500,08093000500,"Census Tract 5, Park County, Colorado",2202,48.2,2.8
1071,1400000US08095967600,08095967600,"Census Tract 9676, Phillips County, Colorado",2269,60.0,4.4
1072,1400000US08095967700,08095967700,"Census Tract 9677, Phillips County, Colorado",1161,53.6,7.4
1073,1400000US08097000100,08097000100,"Census Tract 1, Pitkin County, Colorado",6709,70.0,7.0
1074,1400000US08097000401,08097000401,"Census Tract 4.01, Pitkin County, Colorado",3947,64.0,11.5
1075,1400000US08097000402,08097000402,"Census Tract 4.02, Pitkin County, Colorado",2552,67.4,6.5
1076,1400000US08097000500,08097000500,"Census Tract 5, Pitkin County, Colorado",1703,79.0,4.2
1077,1400000US08099000100,08099000100,"Census Tract 1, Prowers County, Colorado",1072,63.8,8.3
1078,1400000US08099000200,08099000200,"Census Tract 2, Prowers County, Colorado",1759,45.2,25.3
1079,1400000US08099000300,08099000300,"Census Tract 3, Prowers County, Colorado",3918,63.4,4.7
1080,1400000US08099000600,08099000600,"Census Tract 6, Prowers County, Colorado",1036,60.2,4.6
1081,1400000US08099000700,08099000700,"Census Tract 7, Prowers County, Colorado",1584,56.9,10.8
1082,1400000US08101000100,08101000100,"Census Tract 1, Pueblo County, Colorado",2146,58.0,10.4
1083,1400000US08101000200,08101000200,"Census Tract 2, Pueblo County, Colorado",1537,48.8,11.6
1084,1400000US08101000300,08101000300,"Census Tract 3, Pueblo County, Colorado",2033,0.0,-
1085,1400000US08101000400,08101000400,"Census Tract 4, Pueblo County, Colorado",2138,60.7,11.9
1086,1400000US08101000500,08101000500,"Census Tract 5, Pueblo County, Colorado",1872,52.9,12.7
1087,1400000US08101000600,08101000600,"Census Tract 6, Pueblo County, Colorado",1522,41.7,18.9
1088,1400000US08101000800,08101000800,"Census Tract 8, Pueblo County, Colorado",2423,48.9,14.2
1089,1400000US08101000902,08101000902,"Census Tract 9.02, Pueblo County, Colorado",4743,54.4,14.4
1090,1400000US08101000903,08101000903,"Census Tract 9.03, Pueblo County, Colorado",575,43.0,9.9
1091,1400000US08101000904,08101000904,"Census Tract 9.04, Pueblo County, Colorado",3278,38.8,3.3
1092,1400000US08101000905,08101000905,"Census Tract 9.05, Pueblo County, Colorado",1625,66.7,10.4
1093,1400000US08101001000,08101001000,"Census Tract 10, Pueblo County, Colorado",3671,45.2,21.2
1094,1400000US08101001100,08101001100,"Census Tract 11, Pueblo County, Colorado",1902,40.4,15.5
1095,1400000US08101001200,08101001200,"Census Tract 12, Pueblo County, Colorado",1561,35.1,29.9
1096,1400000US08101001400,08101001400,"Census Tract 14, Pueblo County, Colorado",996,46.4,5.7
1097,1400000US08101001500,08101001500,"Census Tract 15, Pueblo County, Colorado",1628,59.7,9.0
1098,1400000US08101001600,08101001600,"Census Tract 16, Pueblo County, Colorado",1519,50.3,9.3
1099,1400000US08101001700,08101001700,"Census Tract 17, Pueblo County, Colorado",3547,54.8,4.9
1100,1400000US08101001800,08101001800,"Census Tract 18, Pueblo County, Colorado",1870,51.4,18.1
1101,1400000US08101001900,08101001900,"Census Tract 19, Pueblo County, Colorado",1126,53.6,7.7
1102,1400000US08101002000,08101002000,"Census Tract 20, Pueblo County, Colorado",2477,41.9,28.2
1103,1400000US08101002100,08101002100,"Census Tract 21, Pueblo County, Colorado",1295,46.6,18.3
1104,1400000US08101002200,08101002200,"Census Tract 22, Pueblo County, Colorado",1059,52.3,14.6
1105,1400000US08101002300,08101002300,"Census Tract 23, Pueblo County, Colorado",2671,48.9,8.4
1106,1400000US08101002400,08101002400,"Census Tract 24, Pueblo County, Colorado",1487,44.4,10.2
1107,1400000US08101002500,08101002500,"Census Tract 25, Pueblo County, Colorado",2388,51.9,16.8
1108,1400000US08101002600,08101002600,"Census Tract 26, Pueblo County, Colorado",2802,50.9,12.9
1109,1400000US08101002700,08101002700,"Census Tract 27, Pueblo County, Colorado",4233,49.4,11.6
1110,1400000US08101002801,08101002801,"Census Tract 28.01, Pueblo County, Colorado",4305,46.8,7.4
1111,1400000US08101002802,08101002802,"Census Tract 28.02, Pueblo County, Colorado",3109,45.0,10.8
1112,1400000US08101002804,08101002804,"Census Tract 28.04, Pueblo County, Colorado",3626,46.4,7.2
1113,1400000US08101002806,08101002806,"Census Tract 28.06, Pueblo County, Colorado",2933,56.8,2.5
1114,1400000US08101002807,08101002807,"Census Tract 28.07, Pueblo County, Colorado",3297,63.6,6.7
1115,1400000US08101002808,08101002808,"Census Tract 28.08, Pueblo County, Colorado",2385,56.4,8.8
1116,1400000US08101002901,08101002901,"Census Tract 29.01, Pueblo County, Colorado",2331,55.3,12.4
1117,1400000US08101002903,08101002903,"Census Tract 29.03, Pueblo County, Colorado",5012,57.6,9.2
1118,1400000US08101002906,08101002906,"Census Tract 29.06, Pueblo County, Colorado",3419,61.4,6.0
1119,1400000US08101002911,08101002911,"Census Tract 29.11, Pueblo County, Colorado",2246,56.7,7.9
1120,1400000US08101002912,08101002912,"Census Tract 29.12, Pueblo County, Colorado",1402,59.3,8.3
1121,1400000US08101002913,08101002913,"Census Tract 29.13, Pueblo County, Colorado",2787,56.9,6.2
1122,1400000US08101002914,08101002914,"Census Tract 29.14, Pueblo County, Colorado",2615,60.5,9.9
1123,1400000US08101002915,08101002915,"Census Tract 29.15, Pueblo County, Colorado",1876,56.8,12.1
1124,1400000US08101002916,08101002916,"Census Tract 29.16, Pueblo County, Colorado",2257,54.5,6.4
1125,1400000US08101002917,08101002917,"Census Tract 29.17, Pueblo County, Colorado",2172,56.3,13.1
1126,1400000US08101002918,08101002918,"Census Tract 29.18, Pueblo County, Colorado",4959,63.5,5.6
1127,1400000US08101003001,08101003001,"Census Tract 30.01, Pueblo County, Colorado",819,46.4,23.1
1128,1400000US08101003004,08101003004,"Census Tract 30.04, Pueblo County, Colorado",2439,53.6,9.2
1129,1400000US08101003103,08101003103,"Census Tract 31.03, Pueblo County, Colorado",1521,52.9,9.7
1130,1400000US08101003104,08101003104,"Census Tract 31.04, Pueblo County, Colorado",1879,53.3,6.7
1131,1400000US08101003105,08101003105,"Census Tract 31.05, Pueblo County, Colorado",2556,55.6,8.4
1132,1400000US08101003106,08101003106,"Census Tract 31.06, Pueblo County, Colorado",1065,41.6,17.8
1133,1400000US08101003200,08101003200,"Census Tract 32, Pueblo County, Colorado",2820,53.3,8.4
1134,1400000US08101003500,08101003500,"Census Tract 35, Pueblo County, Colorado",2008,21.7,21.2
1135,1400000US08101003600,08101003600,"Census Tract 36, Pueblo County, Colorado",1758,39.8,8.4
1136,1400000US08101980100,08101980100,"Census Tract 9801, Pueblo County, Colorado",0,-,-
1137,1400000US08103951100,08103951100,"Census Tract 9511, Rio Blanco County, Colorado",3089,66.1,5.6
1138,1400000US08103951200,08103951200,"Census Tract 9512, Rio Blanco County, Colorado",2091,64.5,1.8
1139,1400000US08105976700,08105976700,"Census Tract 9767, Rio Grande County, Colorado",3830,56.1,6.6
1140,1400000US08105976800,08105976800,"Census Tract 9768, Rio Grande County, Colorado",1698,52.4,10.6
1141,1400000US08105977000,08105977000,"Census Tract 9770, Rio Grande County, Colorado",3741,55.0,8.4
1142,1400000US08107000100,08107000100,"Census Tract 1, Routt County, Colorado",1565,67.0,1.2
1143,1400000US08107000200,08107000200,"Census Tract 2, Routt County, Colorado",1559,68.0,4.9
1144,1400000US08107000300,08107000300,"Census Tract 3, Routt County, Colorado",1767,69.6,3.9
1145,1400000US08107000400,08107000400,"Census Tract 4, Routt County, Colorado",2714,77.5,3.8
1146,1400000US08107000500,08107000500,"Census Tract 5, Routt County, Colorado",3473,72.6,3.4
1147,1400000US08107000600,08107000600,"Census Tract 6, Routt County, Colorado",2428,78.3,3.4
1148,1400000US08107000700,08107000700,"Census Tract 7, Routt County, Colorado",4393,72.3,4.8
1149,1400000US08107000800,08107000800,"Census Tract 8, Routt County, Colorado",1609,63.3,6.9
1150,1400000US08109977600,08109977600,"Census Tract 9776, Saguache County, Colorado",2841,42.8,14.4
1151,1400000US08109977700,08109977700,"Census Tract 9777, Saguache County, Colorado",2119,58.4,4.6
1152,1400000US08111972600,08111972600,"Census Tract 9726, San Juan County, Colorado",545,61.8,13.8
1153,1400000US08113968101,08113968101,"Census Tract 9681.01, San Miguel County, Colorado",1746,82.4,4.9
1154,1400000US08113968102,08113968102,"Census Tract 9681.02, San Miguel County, Colorado",1538,65.3,11.1
1155,1400000US08113968103,08113968103,"Census Tract 9681.03, San Miguel County, Colorado",1709,69.4,4.8
1156,1400000US08113968200,08113968200,"Census Tract 9682, San Miguel County, Colorado",1351,63.1,2.2
1157,1400000US08115968300,08115968300,"Census Tract 9683, Sedgwick County, Colorado",1946,52.8,6.4
1158,1400000US08117000100,08117000100,"Census Tract 1, Summit County, Colorado",6983,79.1,1.5
1159,1400000US08117000200,08117000200,"Census Tract 2, Summit County, Colorado",6316,75.6,5.2
1160,1400000US08117000300,08117000300,"Census Tract 3, Summit County, Colorado",3129,71.5,7.9
1161,1400000US08117000401,08117000401,"Census Tract 4.01, Summit County, Colorado",3926,74.2,5.5
1162,1400000US08117000402,08117000402,"Census Tract 4.02, Summit County, Colorado",4086,66.7,6.2
1163,1400000US08119010103,08119010103,"Census Tract 101.03, Teller County, Colorado",6249,60.3,9.1
1164,1400000US08119010104,08119010104,"Census Tract 101.04, Teller County, Colorado",1649,62.0,5.6
1165,1400000US08119010105,08119010105,"Census Tract 101.05, Teller County, Colorado",4557,59.9,7.1
1166,1400000US08119010106,08119010106,"Census Tract 101.06, Teller County, Colorado",4446,52.6,12.1
1167,1400000US08119010201,08119010201,"Census Tract 102.01, Teller County, Colorado",2136,62.7,3.6
1168,1400000US08119010202,08119010202,"Census Tract 102.02, Teller County, Colorado",565,53.6,4.1
1169,1400000US08121924100,08121924100,"Census Tract 9241, Washington County, Colorado",1557,59.8,5.5
1170,1400000US08121924200,08121924200,"Census Tract 9242, Washington County, Colorado",2353,53.8,4.8
1171,1400000US08123000100,08123000100,"Census Tract 1, Weld County, Colorado",2016,44.0,9.8
1172,1400000US08123000200,08123000200,"Census Tract 2, Weld County, Colorado",3419,46.3,18.4
1173,1400000US08123000300,08123000300,"Census Tract 3, Weld County, Colorado",2083,31.4,19.2
1174,1400000US08123000401,08123000401,"Census Tract 4.01, Weld County, Colorado",2672,63.2,6.3
1175,1400000US08123000402,08123000402,"Census Tract 4.02, Weld County, Colorado",2842,60.6,12.4
1176,1400000US08123000501,08123000501,"Census Tract 5.01, Weld County, Colorado",2246,49.7,8.9
1177,1400000US08123000502,08123000502,"Census Tract 5.02, Weld County, Colorado",2335,53.4,20.0
1178,1400000US08123000600,08123000600,"Census Tract 6, Weld County, Colorado",1752,15.4,7.2
1179,1400000US08123000701,08123000701,"Census Tract 7.01, Weld County, Colorado",1161,52.5,14.2
1180,1400000US08123000703,08123000703,"Census Tract 7.03, Weld County, Colorado",4784,57.8,11.2
1181,1400000US08123000704,08123000704,"Census Tract 7.04, Weld County, Colorado",464,74.4,6.8
1182,1400000US08123000705,08123000705,"Census Tract 7.05, Weld County, Colorado",1131,58.4,2.2
1183,1400000US08123000800,08123000800,"Census Tract 8, Weld County, Colorado",3303,56.0,8.2
1184,1400000US08123000900,08123000900,"Census Tract 9, Weld County, Colorado",2407,55.7,11.7
1185,1400000US08123001003,08123001003,"Census Tract 10.03, Weld County, Colorado",3282,56.6,15.0
1186,1400000US08123001004,08123001004,"Census Tract 10.04, Weld County, Colorado",3406,66.0,8.6
1187,1400000US08123001005,08123001005,"Census Tract 10.05, Weld County, Colorado",5202,69.6,6.3
1188,1400000US08123001006,08123001006,"Census Tract 10.06, Weld County, Colorado",3427,64.4,7.6
1189,1400000US08123001100,08123001100,"Census Tract 11, Weld County, Colorado",3091,61.8,2.6
1190,1400000US08123001201,08123001201,"Census Tract 12.01, Weld County, Colorado",3016,64.9,10.0
1191,1400000US08123001202,08123001202,"Census Tract 12.02, Weld County, Colorado",2412,56.2,3.8
1192,1400000US08123001300,08123001300,"Census Tract 13, Weld County, Colorado",5396,55.9,11.5
1193,1400000US08123001404,08123001404,"Census Tract 14.04, Weld County, Colorado",2473,61.0,7.8
1194,1400000US08123001405,08123001405,"Census Tract 14.05, Weld County, Colorado",2818,67.6,6.4
1195,1400000US08123001406,08123001406,"Census Tract 14.06, Weld County, Colorado",4334,71.8,7.4
1196,1400000US08123001407,08123001407,"Census Tract 14.07, Weld County, Colorado",1549,69.6,1.5
1197,1400000US08123001408,08123001408,"Census Tract 14.08, Weld County, Colorado",1862,53.7,8.4
1198,1400000US08123001409,08123001409,"Census Tract 14.09, Weld County, Colorado",2544,67.6,2.7
1199,1400000US08123001410,08123001410,"Census Tract 14.10, Weld County, Colorado",2918,49.2,5.7
1200,1400000US08123001411,08123001411,"Census Tract 14.11, Weld County, Colorado",2005,72.2,3.7
1201,1400000US08123001412,08123001412,"Census Tract 14.12, Weld County, Colorado",1765,64.3,5.3
1202,1400000US08123001413,08123001413,"Census Tract 14.13, Weld County, Colorado",2358,61.1,6.9
1203,1400000US08123001414,08123001414,"Census Tract 14.14, Weld County, Colorado",1825,74.4,3.8
1204,1400000US08123001415,08123001415,"Census Tract 14.15, Weld County, Colorado",2749,63.6,8.1
1205,1400000US08123001416,08123001416,"Census Tract 14.16, Weld County, Colorado",1788,67.6,2.9
1206,1400000US08123001417,08123001417,"Census Tract 14.17, Weld County, Colorado",1505,64.5,8.0
1207,1400000US08123001500,08123001500,"Census Tract 15, Weld County, Colorado",5018,60.6,3.4
1208,1400000US08123001600,08123001600,"Census Tract 16, Weld County, Colorado",3608,69.0,5.6
1209,1400000US08123001700,08123001700,"Census Tract 17, Weld County, Colorado",3926,53.0,12.1
1210,1400000US08123001800,08123001800,"Census Tract 18, Weld County, Colorado",3535,61.1,4.8
1211,1400000US08123001902,08123001902,"Census Tract 19.02, Weld County, Colorado",5725,60.0,3.0
1212,1400000US08123001905,08123001905,"Census Tract 19.05, Weld County, Colorado",3083,61.7,7.8
1213,1400000US08123001906,08123001906,"Census Tract 19.06, Weld County, Colorado",1275,59.3,9.8
1214,1400000US08123001907,08123001907,"Census Tract 19.07, Weld County, Colorado",2355,65.2,4.8
1215,1400000US08123001908,08123001908,"Census Tract 19.08, Weld County, Colorado",1961,63.6,5.9
1216,1400000US08123002004,08123002004,"Census Tract 20.04, Weld County, Colorado",3259,60.4,6.3
1217,1400000US08123002005,08123002005,"Census Tract 20.05, Weld County, Colorado",510,74.1,6.9
1218,1400000US08123002006,08123002006,"Census Tract 20.06, Weld County, Colorado",247,66.0,8.4
1219,1400000US08123002007,08123002007,"Census Tract 20.07, Weld County, Colorado",4539,70.5,5.1
1220,1400000US08123002008,08123002008,"Census Tract 20.08, Weld County, Colorado",3673,70.5,2.8
1221,1400000US08123002009,08123002009,"Census Tract 20.09, Weld County, Colorado",1137,63.1,5.9
1222,1400000US08123002010,08123002010,"Census Tract 20.10, Weld County, Colorado",1710,68.8,11.7
1223,1400000US08123002011,08123002011,"Census Tract 20.11, Weld County, Colorado",335,80.6,0.0
1224,1400000US08123002012,08123002012,"Census Tract 20.12, Weld County, Colorado",819,74.8,4.7
1225,1400000US08123002013,08123002013,"Census Tract 20.13, Weld County, Colorado",2066,75.7,3.7
1226,1400000US08123002014,08123002014,"Census Tract 20.14, Weld County, Colorado",1186,60.9,11.1
1227,1400000US08123002015,08123002015,"Census Tract 20.15, Weld County, Colorado",767,79.5,2.2
1228,1400000US08123002016,08123002016,"Census Tract 20.16, Weld County, Colorado",2456,74.5,2.6
1229,1400000US08123002017,08123002017,"Census Tract 20.17, Weld County, Colorado",684,73.0,4.2
1230,1400000US08123002018,08123002018,"Census Tract 20.18, Weld County, Colorado",830,69.0,7.1
1231,1400000US08123002019,08123002019,"Census Tract 20.19, Weld County, Colorado",2948,69.0,8.9
1232,1400000US08123002020,08123002020,"Census Tract 20.20, Weld County, Colorado",3530,71.2,5.9
1233,1400000US08123002021,08123002021,"Census Tract 20.21, Weld County, Colorado",383,65.5,2.0
1234,1400000US08123002101,08123002101,"Census Tract 21.01, Weld County, Colorado",5587,71.5,2.3
1235,1400000US08123002102,08123002102,"Census Tract 21.02, Weld County, Colorado",8779,69.8,2.9
1236,1400000US08123002103,08123002103,"Census Tract 21.03, Weld County, Colorado",6545,67.5,3.9
1237,1400000US08123002203,08123002203,"Census Tract 22.03, Weld County, Colorado",979,65.8,0.6
1238,1400000US08123002204,08123002204,"Census Tract 22.04, Weld County, Colorado",1533,66.2,4.2
1239,1400000US08123002205,08123002205,"Census Tract 22.05, Weld County, Colorado",3846,66.6,5.2
1240,1400000US08123002206,08123002206,"Census Tract 22.06, Weld County, Colorado",2673,69.3,7.3
1241,1400000US08123002207,08123002207,"Census Tract 22.07, Weld County, Colorado",1768,69.6,5.3
1242,1400000US08123002208,08123002208,"Census Tract 22.08, Weld County, Colorado",3722,67.8,7.6
1243,1400000US08123002209,08123002209,"Census Tract 22.09, Weld County, Colorado",1045,64.8,6.7
1244,1400000US08123002210,08123002210,"Census Tract 22.10, Weld County, Colorado",546,65.9,6.0
1245,1400000US08123002300,08123002300,"Census Tract 23, Weld County, Colorado",3710,64.2,7.2
1246,1400000US08123002501,08123002501,"Census Tract 25.01, Weld County, Colorado",3879,63.8,4.6
1247,1400000US08123002502,08123002502,"Census Tract 25.02, Weld County, Colorado",4507,63.1,2.2
1248,1400000US08125963100,08125963100,"Census Tract 9631, Yuma County, Colorado",3287,63.9,3.2
1249,1400000US08125963200,08125963200,"Census Tract 9632, Yuma County, Colorado",4499,61.8,2.0
1250,1400000US39001770100,39001770100,"Census Tract 7701, Adams County, Ohio",3658,43.5,12.2
1251,1400000US39001770200,39001770200,"Census Tract 7702, Adams County, Ohio",3722,47.2,14.7
1252,1400000US39001770300,39001770300,"Census Tract 7703, Adams County, Ohio",5381,50.0,10.8
1253,1400000US39001770400,39001770400,"Census Tract 7704, Adams County, Ohio",3718,44.5,15.0
1254,1400000US39001770500,39001770500,"Census Tract 7705, Adams County, Ohio",2684,45.8,9.6
1255,1400000US39001770600,39001770600,"Census Tract 7706, Adams County, Ohio",2862,42.4,19.3
1256,1400000US39003010100,39003010100,"Census Tract 101, Allen County, Ohio",3502,63.1,4.7
1257,1400000US39003010200,39003010200,"Census Tract 102, Allen County, Ohio",3262,64.5,3.9
1258,1400000US39003010300,39003010300,"Census Tract 103, Allen County, Ohio",1243,64.5,5.8
1259,1400000US39003010600,39003010600,"Census Tract 106, Allen County, Ohio",3818,57.2,8.0
1260,1400000US39003010800,39003010800,"Census Tract 108, Allen County, Ohio",6129,61.9,3.2
1261,1400000US39003010900,39003010900,"Census Tract 109, Allen County, Ohio",4095,55.8,12.8
1262,1400000US39003011000,39003011000,"Census Tract 110, Allen County, Ohio",4685,58.8,7.7
1263,1400000US39003011200,39003011200,"Census Tract 112, Allen County, Ohio",2378,22.7,8.8
1264,1400000US39003011300,39003011300,"Census Tract 113, Allen County, Ohio",6390,61.4,5.7
1265,1400000US39003011400,39003011400,"Census Tract 114, Allen County, Ohio",2500,62.0,5.8
1266,1400000US39003011500,39003011500,"Census Tract 115, Allen County, Ohio",2046,54.9,11.5
1267,1400000US39003011600,39003011600,"Census Tract 116, Allen County, Ohio",2274,50.7,11.7
1268,1400000US39003011800,39003011800,"Census Tract 118, Allen County, Ohio",2234,63.1,2.4
1269,1400000US39003011900,39003011900,"Census Tract 119, Allen County, Ohio",2529,53.3,10.1
1270,1400000US39003012000,39003012000,"Census Tract 120, Allen County, Ohio",1790,62.0,0.5
1271,1400000US39003012100,39003012100,"Census Tract 121, Allen County, Ohio",2757,59.0,5.5
1272,1400000US39003012200,39003012200,"Census Tract 122, Allen County, Ohio",2509,50.1,17.3
1273,1400000US39003012300,39003012300,"Census Tract 123, Allen County, Ohio",3031,66.6,6.6
1274,1400000US39003012400,39003012400,"Census Tract 124, Allen County, Ohio",1929,55.9,16.6
1275,1400000US39003012600,39003012600,"Census Tract 126, Allen County, Ohio",1597,62.3,10.0
1276,1400000US39003012700,39003012700,"Census Tract 127, Allen County, Ohio",1234,47.2,20.6
1277,1400000US39003012900,39003012900,"Census Tract 129, Allen County, Ohio",1093,56.4,14.3
1278,1400000US39003013000,39003013000,"Census Tract 130, Allen County, Ohio",3437,50.8,19.8
1279,1400000US39003013100,39003013100,"Census Tract 131, Allen County, Ohio",1885,64.9,10.7
1280,1400000US39003013200,39003013200,"Census Tract 132, Allen County, Ohio",1483,61.6,12.6
1281,1400000US39003013300,39003013300,"Census Tract 133, Allen County, Ohio",1016,45.4,20.1
1282,1400000US39003013400,39003013400,"Census Tract 134, Allen County, Ohio",1630,40.7,14.2
